type,course_id,course_name,min_credits,age_limit,req_malaysian,pass_bm,pass_history,pass_eng,credit_bm,credit_history,credit_english,credit_math,credit_science,subject_group_req,max_aggregate_units,req_group_diversity,notes
PISMP,50PD017M00P,Pendidikan Muzik Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}]",100,0,General: 5 Cemerlang. Specifics: []
PISMP,50PD017M8MP,Pendidikan Muzik Pendidikan Rendah Elektif,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""C"", ""min_count"": 3, ""subjects"": [""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""C in ['BM', 'HISTORY', 'BI']""]"
PISMP,50PD015A00P,Pendidikan Islam Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""PAI""]}, {""min_grade"": ""C"", ""min_count"": 3, ""subjects"": [""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['PAI']"", ""C in ['BM', 'HISTORY', 'BI']""]"
PISMP,50PD016J00P,Pendidikan Jasmani Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 2, ""subjects"": [""SCIENCE"", ""BIOLOGY""]}, {""min_grade"": ""C"", ""min_count"": 3, ""subjects"": [""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['SCIENCE', 'BIOLOGY']"", ""C in ['BM', 'HISTORY', 'BI']""]"
PISMP,50PD017P00P,Pendidikan Awal Kanak-Kanak,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""BM""]}, {""min_grade"": ""C"", ""min_count"": 2, ""subjects"": [""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['BM']"", ""C in ['HISTORY', 'BI']""]"
PISMP,50PD017B00P,Pendidikan Khas Masalah Pembelajaran,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""MATH""]}, {""min_grade"": ""A"", ""min_count"": 4, ""subjects"": [""PHYSICS"", ""CHEMISTRY"", ""SCIENCE"", ""BIOLOGY""]}, {""min_grade"": ""C"", ""min_count"": 3, ""subjects"": [""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['MATH']"", ""A in ['PHYSICS', 'CHEMISTRY', 'SCIENCE', 'BIOLOGY']"", ""C in ['BM', 'HISTORY', 'BI']""]"
PISMP,50PD017D00P,Pendidikan Khas Masalah Pendengaran,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""MATH""]}, {""min_grade"": ""A"", ""min_count"": 4, ""subjects"": [""PHYSICS"", ""CHEMISTRY"", ""SCIENCE"", ""BIOLOGY""]}, {""min_grade"": ""C"", ""min_count"": 3, ""subjects"": [""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['MATH']"", ""A in ['PHYSICS', 'CHEMISTRY', 'SCIENCE', 'BIOLOGY']"", ""C in ['BM', 'HISTORY', 'BI']""]"
PISMP,50PD017L00P,Pendidikan Khas Masalah Penglihatan,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""MATH""]}, {""min_grade"": ""A"", ""min_count"": 4, ""subjects"": [""PHYSICS"", ""CHEMISTRY"", ""SCIENCE"", ""BIOLOGY""]}, {""min_grade"": ""C"", ""min_count"": 3, ""subjects"": [""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['MATH']"", ""A in ['PHYSICS', 'CHEMISTRY', 'SCIENCE', 'BIOLOGY']"", ""C in ['BM', 'HISTORY', 'BI']""]"
PISMP,50PD017R00P,Reka Bentuk dan Teknologi Pendidikan,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""SCIENCE""]}, {""min_grade"": ""C"", ""min_count"": 3, ""subjects"": [""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['SCIENCE']"", ""C in ['BM', 'HISTORY', 'BI']""]"
PISMP,50PD011S00P,Sains Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 3, ""subjects"": [""PHYSICS"", ""CHEMISTRY"", ""BIOLOGY""]}, {""min_grade"": ""C"", ""min_count"": 3, ""subjects"": [""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['PHYSICS', 'CHEMISTRY', 'BIOLOGY']"", ""C in ['BM', 'HISTORY', 'BI']""]"
PISMP,50PD016S00P,Sejarah Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""HISTORY""]}, {""min_grade"": ""C"", ""min_count"": 3, ""subjects"": [""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['HISTORY']"", ""C in ['BM', 'HISTORY', 'BI']""]"
PISMP,50PD030M00P,Bahasa Melayu Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}]",100,0,General: 5 Cemerlang. Specifics: []
PISMP,50PD030M9MP,Bahasa Melayu Pendidikan Rendah Elektif,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""BM""]}, {""min_grade"": ""C"", ""min_count"": 2, ""subjects"": [""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['BM']"", ""C in ['HISTORY', 'BI']""]"
PISMP,50PD030C00P,Bahasa Cina Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""BC""]}, {""min_grade"": ""C"", ""min_count"": 3, ""subjects"": [""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['BC']"", ""C in ['BM', 'HISTORY', 'BI']""]"
PISMP,50PD037K00P,Bimbingan dan Kaunseling,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""BM""]}, {""min_grade"": ""C"", ""min_count"": 3, ""subjects"": [""BC"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['BM']"", ""C in ['BC', 'HISTORY', 'BI']""]"
PISMP,50PD031M00P,Matematik Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 2, ""subjects"": [""MATH"", ""ADDMATH""]}, {""min_grade"": ""C"", ""min_count"": 4, ""subjects"": [""BC"", ""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['MATH', 'ADDMATH']"", ""C in ['BC', 'BM', 'HISTORY', 'BI']""]"
PISMP,50PD030E00P,Pengajaran Bahasa Inggeris Sebagai Bahasa,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""BI""]}, {""min_grade"": ""C"", ""min_count"": 3, ""subjects"": [""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['BI']"", ""C in ['BM', 'HISTORY', 'BI']""]"
PISMP,50PD036V00P,Pendidikan Seni Visual Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}]",100,0,General: 5 Cemerlang. Specifics: []
PISMP,50PD036V8MP,Pendidikan Seni Visual Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""PSV""]}, {""min_grade"": ""C"", ""min_count"": 4, ""subjects"": [""BC"", ""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['PSV']"", ""C in ['BC', 'BM', 'HISTORY', 'BI']""]"
PISMP,50PD037M00P,Pendidikan Muzik Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}]",100,0,General: 5 Cemerlang. Specifics: []
PISMP,50PD037M8MP,Pendidikan Muzik Pendidikan Rendah Elektif,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""C"", ""min_count"": 4, ""subjects"": [""BC"", ""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""C in ['BC', 'BM', 'HISTORY', 'BI']""]"
PISMP,50PD035A00P,Pendidikan Islam Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""PAI""]}, {""min_grade"": ""C"", ""min_count"": 3, ""subjects"": [""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['PAI']"", ""C in ['BM', 'HISTORY', 'BI']""]"
PISMP,50PD036J00P,Pendidikan Jasmani Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 2, ""subjects"": [""SCIENCE"", ""BIOLOGY""]}, {""min_grade"": ""C"", ""min_count"": 4, ""subjects"": [""BC"", ""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['SCIENCE', 'BIOLOGY']"", ""C in ['BC', 'BM', 'HISTORY', 'BI']""]"
PISMP,50PD037P00P,Pendidikan Awal Kanak-Kanak,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""BM""]}, {""min_grade"": ""C"", ""min_count"": 3, ""subjects"": [""BC"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['BM']"", ""C in ['BC', 'HISTORY', 'BI']""]"
PISMP,50PD037B00P,Pendidikan Khas Masalah Pembelajaran,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""MATH""]}, {""min_grade"": ""A"", ""min_count"": 4, ""subjects"": [""PHYSICS"", ""CHEMISTRY"", ""SCIENCE"", ""BIOLOGY""]}, {""min_grade"": ""C"", ""min_count"": 4, ""subjects"": [""BC"", ""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['MATH']"", ""A in ['PHYSICS', 'CHEMISTRY', 'SCIENCE', 'BIOLOGY']"", ""C in ['BC', 'BM', 'HISTORY', 'BI']""]"
PISMP,50PD037D00P,Pendidikan Khas Masalah Pendengaran,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""MATH""]}, {""min_grade"": ""A"", ""min_count"": 4, ""subjects"": [""PHYSICS"", ""CHEMISTRY"", ""SCIENCE"", ""BIOLOGY""]}, {""min_grade"": ""C"", ""min_count"": 4, ""subjects"": [""BC"", ""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['MATH']"", ""A in ['PHYSICS', 'CHEMISTRY', 'SCIENCE', 'BIOLOGY']"", ""C in ['BC', 'BM', 'HISTORY', 'BI']""]"
PISMP,50PD037L00P,Pendidikan Khas Masalah Penglihatan,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""MATH""]}, {""min_grade"": ""A"", ""min_count"": 4, ""subjects"": [""PHYSICS"", ""CHEMISTRY"", ""SCIENCE"", ""BIOLOGY""]}, {""min_grade"": ""C"", ""min_count"": 4, ""subjects"": [""BC"", ""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['MATH']"", ""A in ['PHYSICS', 'CHEMISTRY', 'SCIENCE', 'BIOLOGY']"", ""C in ['BC', 'BM', 'HISTORY', 'BI']""]"
PISMP,50PD037R00P,Reka Bentuk dan Teknologi Pendidikan,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""SCIENCE""]}, {""min_grade"": ""C"", ""min_count"": 4, ""subjects"": [""BC"", ""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['SCIENCE']"", ""C in ['BC', 'BM', 'HISTORY', 'BI']""]"
PISMP,50PD031S00P,Sains Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 3, ""subjects"": [""PHYSICS"", ""CHEMISTRY"", ""BIOLOGY""]}, {""min_grade"": ""C"", ""min_count"": 4, ""subjects"": [""BC"", ""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['PHYSICS', 'CHEMISTRY', 'BIOLOGY']"", ""C in ['BC', 'BM', 'HISTORY', 'BI']""]"
PISMP,50PD036S00P,Sejarah Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""HISTORY""]}, {""min_grade"": ""C"", ""min_count"": 3, ""subjects"": [""BC"", ""BM"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['HISTORY']"", ""C in ['BC', 'BM', 'BI']""]"
PISMP,50PD040M00P,Bahasa Melayu Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}]",100,0,General: 5 Cemerlang. Specifics: []
PISMP,50PD040M9MP,Bahasa Melayu Pendidikan Rendah Elektif,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""BM""]}, {""min_grade"": ""C"", ""min_count"": 2, ""subjects"": [""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['BM']"", ""C in ['HISTORY', 'BI']""]"
PISMP,50PD040T00P,Bahasa Tamil Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""BT""]}, {""min_grade"": ""C"", ""min_count"": 3, ""subjects"": [""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['BT']"", ""C in ['BM', 'HISTORY', 'BI']""]"
PISMP,50PD047K00P,Bimbingan dan Kaunseling,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""BM""]}, {""min_grade"": ""C"", ""min_count"": 3, ""subjects"": [""BT"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['BM']"", ""C in ['BT', 'HISTORY', 'BI']""]"
PISMP,50PD041M00P,Matematik Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 2, ""subjects"": [""MATH"", ""ADDMATH""]}, {""min_grade"": ""C"", ""min_count"": 4, ""subjects"": [""BM"", ""BT"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['MATH', 'ADDMATH']"", ""C in ['BM', 'BT', 'HISTORY', 'BI']""]"
PISMP,50PD040E00P,Pengajaran Bahasa Inggeris Sebagai Bahasa,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""BI""]}, {""min_grade"": ""C"", ""min_count"": 3, ""subjects"": [""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['BI']"", ""C in ['BM', 'HISTORY', 'BI']""]"
PISMP,50PD046V00P,Pendidikan Seni Visual Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}]",100,0,General: 5 Cemerlang. Specifics: []
PISMP,50PD046V8MP,Pendidikan Seni Visual Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""PSV""]}, {""min_grade"": ""C"", ""min_count"": 4, ""subjects"": [""BM"", ""BT"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['PSV']"", ""C in ['BM', 'BT', 'HISTORY', 'BI']""]"
PISMP,50PD047M00P,Pendidikan Muzik Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}]",100,0,General: 5 Cemerlang. Specifics: []
PISMP,50PD047M8MP,Pendidikan Muzik Pendidikan Rendah Elektif,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""C"", ""min_count"": 4, ""subjects"": [""BM"", ""BT"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""C in ['BM', 'BT', 'HISTORY', 'BI']""]"
PISMP,50PD045A00P,Pendidikan Islam Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""PAI""]}, {""min_grade"": ""C"", ""min_count"": 3, ""subjects"": [""BM"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['PAI']"", ""C in ['BM', 'HISTORY', 'BI']""]"
PISMP,50PD046J00P,Pendidikan Jasmani Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 2, ""subjects"": [""SCIENCE"", ""BIOLOGY""]}, {""min_grade"": ""C"", ""min_count"": 4, ""subjects"": [""BM"", ""BT"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['SCIENCE', 'BIOLOGY']"", ""C in ['BM', 'BT', 'HISTORY', 'BI']""]"
PISMP,50PD047P00P,Pendidikan Awal Kanak-Kanak,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""BM""]}, {""min_grade"": ""C"", ""min_count"": 3, ""subjects"": [""BT"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['BM']"", ""C in ['BT', 'HISTORY', 'BI']""]"
PISMP,50PD047B00P,Pendidikan Khas Masalah Pembelajaran,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""MATH""]}, {""min_grade"": ""A"", ""min_count"": 4, ""subjects"": [""PHYSICS"", ""CHEMISTRY"", ""SCIENCE"", ""BIOLOGY""]}, {""min_grade"": ""C"", ""min_count"": 4, ""subjects"": [""BM"", ""BT"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['MATH']"", ""A in ['PHYSICS', 'CHEMISTRY', 'SCIENCE', 'BIOLOGY']"", ""C in ['BM', 'BT', 'HISTORY', 'BI']""]"
PISMP,50PD047R00P,Reka Bentuk dan Teknologi Pendidikan,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""SCIENCE""]}, {""min_grade"": ""C"", ""min_count"": 4, ""subjects"": [""BM"", ""BT"", ""HISTORY"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['SCIENCE']"", ""C in ['BM', 'BT', 'HISTORY', 'BI']""]"
PISMP,50PD041S004,Sains Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}]",100,0,General: 5 Cemerlang. Specifics: []
PISMP,50PD046S00P,Sejarah Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}, {""min_grade"": ""A"", ""min_count"": 1, ""subjects"": [""HISTORY""]}, {""min_grade"": ""C"", ""min_count"": 3, ""subjects"": [""BM"", ""BT"", ""BI""]}]",100,0,"General: 5 Cemerlang. Specifics: [""A in ['HISTORY']"", ""C in ['BM', 'BT', 'BI']""]"
PISMP,50PD060M00P,Bahasa Melayu Pendidikan Rendah,5,20,1,0,0,0,0,0,0,0,0,"[{""min_grade"": ""A-"", ""min_count"": 5, ""subjects"": []}]",100,0,General: 5 Cemerlang. Specifics: []
